我的商店广告报告 - Shopee 马来西亚
用户名称:,kuca1.my
报告创建时间：,23/03/2023 23:12
时间：,22/03/2023 - 22/03/2023
商店ID:,833005508

排序,广告名称,状态,商品编号,广告类型,关键字/展示位置,匹配类型,搜寻结果,手动/自动,开始日期,结束日期,浏览数,点击数,点击率,平均排名,转化,直接转化,转化率,直接转化率,每点击成本,每一转化的成本,每一直接转化的成本,商品已出售,直接已售商品,销售金额,直接销售金额,花费,投资产出比,直接投资产出比,成本收入对比,直接成本收入对比,商品浏览数,商品点击数,商品点击率
1458,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,ikea almari baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,1.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1459,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,laci rak baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,6.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1460,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,open wadrobe,手动,09/12/2022 00:00,无限制,1,0,0.00%,5.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1461,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,penyangkut baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,31.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1462,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,rak baju bertingkat,手动,09/12/2022 00:00,无限制,1,0,0.00%,0.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1463,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,rak baju lipat,手动,09/12/2022 00:00,无限制,1,0,0.00%,3.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1464,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,rak baju murah,手动,09/12/2022 00:00,无限制,1,0,0.00%,2.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1465,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,rak baju senang pasang,手动,09/12/2022 00:00,无限制,1,0,0.00%,0.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1466,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,rak besi baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,18.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1467,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,robok baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,5.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1468,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,shelf cloth,手动,09/12/2022 00:00,无限制,1,0,0.00%,8.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1469,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,spare part almari baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,46.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1470,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,Tall wadrobe,手动,09/12/2022 00:00,无限制,1,0,0.00%,20.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1471,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,wadrobe,手动,09/12/2022 00:00,无限制,1,0,0.00%,30.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1472,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,wadrobe almari baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,26.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1473,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,wangi almari baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,8.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1474,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,Wardrobe Almari Baju Rak Baju Clothes Organization Storage Rack Cabinet Clothes Rack Bedroom Cupboard Almari Pakaian hitam,手动,09/12/2022 00:00,无限制,1,0,0.00%,26.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1475,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,wardrobe clothes,手动,09/12/2022 00:00,无限制,1,0,0.00%,74.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1476,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,wardrobe desk,手动,09/12/2022 00:00,无限制,1,0,0.00%,18.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1477,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,wardrobe siap pasang,手动,09/12/2022 00:00,无限制,1,0,0.00%,50.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1478,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,wooden wardrobe clothes,手动,09/12/2022 00:00,无限制,1,0,0.00%,18.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1479,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju murah,广泛匹配,衣櫃衣櫥,手动,09/12/2022 00:00,无限制,1,0,0.00%,14.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1480,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,..almari baju plastik,手动,09/12/2022 00:00,无限制,1,0,0.00%,32.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1481,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari baju bilik tidur,手动,09/12/2022 00:00,无限制,1,0,0.00%,4.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1482,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari baju budak plastik,手动,09/12/2022 00:00,无限制,1,0,0.00%,14.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1483,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari baju duble,手动,09/12/2022 00:00,无限制,1,0,0.00%,7.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1484,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,Almari Baju IKEA,手动,09/12/2022 00:00,无限制,1,0,0.00%,21.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1485,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari baju laci,手动,09/12/2022 00:00,无限制,1,0,0.00%,19.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1486,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari baju plastik berpintu,手动,09/12/2022 00:00,无限制,1,0,0.00%,27.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1487,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari baju plastik bertingkat,手动,09/12/2022 00:00,无限制,1,0,0.00%,16.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1488,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari baju plastik dewasa,手动,09/12/2022 00:00,无限制,1,0,0.00%,9.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1489,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari baju simple,手动,09/12/2022 00:00,无限制,1,0,0.00%,1.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1490,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari lipat viral,手动,09/12/2022 00:00,无限制,1,0,0.00%,4.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1491,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,Almari murah,手动,09/12/2022 00:00,无限制,1,0,0.00%,27.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1492,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari outdoor storage,手动,09/12/2022 00:00,无限制,1,0,0.00%,3.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1493,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari plastik 4 tingkat,手动,09/12/2022 00:00,无限制,1,0,0.00%,11.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1494,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,almari plastik murah,手动,09/12/2022 00:00,无限制,1,0,0.00%,12.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1495,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,Almari plastik warna pink,手动,09/12/2022 00:00,无限制,1,0,0.00%,21.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1496,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,Baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,0.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1497,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,cabinet baju plastik,手动,09/12/2022 00:00,无限制,1,0,0.00%,15.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1498,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,cabinet plastic storage,手动,09/12/2022 00:00,无限制,1,0,0.00%,26.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1499,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,cupboard clothes,手动,09/12/2022 00:00,无限制,1,0,0.00%,22.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1500,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,diy plastic storage cabinet / storage cabinet / almari serbaguna / almari baju (4 tiers),手动,09/12/2022 00:00,无限制,1,0,0.00%,27.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1501,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,drawer baju plastic,手动,09/12/2022 00:00,无限制,1,0,0.00%,5.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1502,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,kabinet baju murah,手动,09/12/2022 00:00,无限制,1,0,0.00%,3.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1503,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,kabinet plastik,手动,09/12/2022 00:00,无限制,1,0,0.00%,10.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1504,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,lemari baju plastik murah,手动,09/12/2022 00:00,无限制,1,0,0.00%,7.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1505,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,loker baju plastik,手动,09/12/2022 00:00,无限制,1,0,0.00%,39.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1506,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,Penyambung almari baju plastik,手动,09/12/2022 00:00,无限制,1,0,0.00%,59.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1507,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,plastik almari,手动,09/12/2022 00:00,无限制,1,0,0.00%,5.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1508,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,rak baju bertutup plastik,手动,09/12/2022 00:00,无限制,1,0,0.00%,36.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1509,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,rak baju besar bertingkat,手动,09/12/2022 00:00,无限制,1,0,0.00%,10.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1510,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,rak baju pelastik,手动,09/12/2022 00:00,无限制,1,0,0.00%,47.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1511,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,tak baju plastik,手动,09/12/2022 00:00,无限制,1,0,0.00%,40.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1512,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari baju plastik,广泛匹配,wardrobe plastic,手动,09/12/2022 00:00,无限制,1,0,0.00%,14.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1513,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,almari besi pakaian,手动,09/12/2022 00:00,无限制,1,0,0.00%,6.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1514,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,almari kain besar,手动,09/12/2022 00:00,无限制,1,0,0.00%,2.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1515,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,almari laci jati,手动,09/12/2022 00:00,无限制,1,0,0.00%,5.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1516,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,Almari pakaian,手动,09/12/2022 00:00,无限制,1,0,0.00%,18.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1517,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,Almari pakaian plastik,手动,09/12/2022 00:00,无限制,1,0,0.00%,10.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1518,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,almari plastik besar,手动,09/12/2022 00:00,无限制,1,0,0.00%,0.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
